station_name	time_arrive	time_depart
Colombo Fort		48300
Maradana	48540	48600
Dematagoda	48780	48840
Wanawasala	49020	49080
Kelaniya	49080	49140
Hunupitiya	49560	49620
Enderamulla	49740	49800
Horape	49980	50040
Ragama	50160	50220
Walpola	50400	50460
Batuwatte	50580	50640
Bulugahagoda	50760	50820
Ganemulla	51000	51060
Yagoda	51240	51300
Gampaha	51480	51540
Daraluwa	51720	51780
Magalegoda	52200	52260
Heendeniya	52380	52440
Veyangoda	52620	53100
Keenawala	52980	53040
Wandurawa	53220	53280
Ganegoda	53400	53460
Pallewala	53640	53700
Wijayarajadahana	54000	54060
Wilwatte	54060	54120
Mirigama	54240	54300
Botale	54240	54300
Ambeypussa	54840	54900
Buthgamuwa	54960	55020
Yattalgoda	55140	55200
Wlakubura	55560	55620
Alawwa	55680	55740
Polgahawela	56280	56340
Panaleeya	56580	56640
Tismalpola	56820	56880
Yatagama	56880	56940
Rambukkana	57240	
