station_name	time_arrive	time_depart
Colombo Fort		62400
Maradana	62640	62700
Dematagoda	62880	62940
Kelaniya	63180	63240
Ragama	63660	63720
Walpola	63900	63960
Batuwatte	64200	64260
Bulugahagoda	64380	64440
Ganemulla	64440	64500
Yagoda	64680	64740
Gampaha	64860	64920
Daraluwa	65100	65160
Bemmulla	65340	65400
Magalegoda	65580	65640
Heendeniya	65880	65940
Veyangoda	66000	66060
Wandurawa	66180	66240
Pallewala	66600	66660
Ganegoda	66780	66840
Wijayarajadahana	66960	67020
Keenawala	67080	67140
Mirigama	67860	67920
Ambeypussa	68100	68160
Wilwatte	68100	68160
Botale	68280	68340
Yattalgoda	68400	68460
Buthgamuwa	68640	68700
Alawwa	68940	69000
Wlakubura	69240	69300
Polgahawela	69540	
