station_name	time_arrive	time_depart
Rambukkana		26700
Yatagama	27000	27060
Tismalpola	27240	27300
Panaleeya	27480	27540
Polgahawela	27780	27840
Wlakubura	28080	28140
Alawwa	28380	28440
Buthgamuwa	28680	28740
Yattalgoda	28920	28980
Ambeypussa	29220	29280
Botale	29400	29460
Wilwatte	29580	29640
Mirigama	29820	29880
Wijayarajadahana	30000	30060
Ganegoda	30180	30240
Pallewala	30360	30420
Keenawala	30600	30660
Wandurawa	30780	30840
Veyangoda	30960	31020
Heendeniya	31200	31260
Magalegoda	31380	31440
Bemmulla	31620	31680
Daraluwa	31860	31920
Gampaha	32100	32160
Yagoda	32280	32340
Ganemulla	32520	32580
Bulugahagoda	32700	32760
Batuwatte	32880	32940
Walpola	33060	33120
Ragama	33300	33360
Horape	33480	69540
Enderamulla	33720	33780
Hunupitiya	33900	33960
Wanawasala	34080	34140
Kelaniya	34260	34320
Dematagoda	34560	34620
Colombo Fort	35100	
