station_name	time_arrive	time_depart
Rambukkana		48000
Yatagama	48300	48360
Tismalpola	48540	48600
Panaleeya	48780	48840
Polgahawela	49080	49500
Wlakubura	49740	49800
Alawwa	50040	50100
Buthgamuwa	50340	50400
Yattalgoda	50580	50640
Ambeypussa	50880	50940
Botale	51060	51120
Wilwatte	51240	51300
Mirigama	51480	51540
Wijayarajadahana	51720	51780
Ganegoda	51900	51960
Pallewala	52080	52140
Keenawala	52320	52380
Wandurawa	52500	52560
Veyangoda	52680	53040
Heendeniya	53220	53280
Magalegoda	53400	53460
Bemmulla	53640	53700
Daraluwa	53880	53940
Gampaha	54120	54180
Yagoda	54360	54420
Ganemulla	54600	54660
Bulugahagoda	54840	54900
Batuwatte	55020	55080
Walpola	55200	55260
Ragama	55440	55500
Horape	55620	55680
Enderamulla	55860	55920
Hunupitiya	56040	56100
Wanawasala	56280	56340
Kelaniya	56520	56580
Dematagoda	56820	56880
Colombo Fort	57360	
