station_name	time_arrive	time_depart
Mount Lavinia		21000
Dehiwala	21180	21240
Wellawatta	21480	21780
Bambalapitiya	22020	22140
Colombo Fort	22620	23700
Ragama	24960	25020
Gampaha	25740	25800
Veyangoda	26400	26460
Polgahawela	28620	28920
Kurunegala	30600	30660
Maho	33420	33480
Galgamuwa	34980	35040
Thambuttegama	36360	36420
Talawa	37140	37200
Anuradhapura Town	38040	38100
Anuradhapura	38400	38700
Parasangahawewa	39600	39660
Medawachchiya	40620	40680
Vavuniya	42360	42420
Thandikulam	42720	42780
Omanthai	43440	43500
Puliyankulam	44160	44220
Mankulam	45360	45420
Murikandy	46560	46620
Kilinochchi	47160	47280
Paranthan	47580	47640
Eliphant Pass	48300	48360
Pallai	48900	48960
Eluthumattuval	49680	49740
Kodikamam	49740	50640
Mirusuvil	49980	50040
Meesalai	50880	50940
Sankathanai	51120	51180
Chavakachcheri	51300	51420
Thachanthoppu	51780	51840
Navatkuli	51900	51960
Punkankulam	52260	52320
Jaffna	52500	53100
Kokuvil	53340	53400
Kondavil	53580	53640
Inuvil	53880	53940
Chunnakam	54120	54180
Mallakam	54360	54420
Tellipallai	54660	54720
Mavittapuram	54900	54960
Kankesanthurai	55200	
