station_name	time_arrive	time_depart
Rambukkana		45900
Yatagama	46200	46260
Tismalpola	46440	46500
Panaleeya	46680	46740
Polgahawela	46980	47100
Wlakubura	47340	47400
Alawwa	47640	47700
Buthgamuwa	47940	48000
Yattalgoda	48180	48240
Ambeypussa	48480	48540
Botale	48660	48720
Wilwatte	48840	48900
Mirigama	49080	49140
Wijayarajadahana	49320	49380
Ganegoda	49500	49560
Pallewala	49680	49740
Keenawala	49920	49980
Wandurawa	50100	50160
Veyangoda	50280	50340
Heendeniya	50520	50580
Magalegoda	50700	50760
Bemmulla	50940	51000
Daraluwa	51180	51240
Gampaha	51420	51480
Yagoda	51660	51720
Ganemulla	51900	51960
Bulugahagoda	52140	52200
Batuwatte	52320	52380
Walpola	52500	52560
Ragama	52740	52800
Horape	52920	52980
Enderamulla	53160	53220
Hunupitiya	53340	53400
Wanawasala	53580	53640
Kelaniya	53820	53880
Dematagoda	54120	54180
Colombo Fort	54660	
