station_name	time_arrive	time_depart
Colombo Fort		77400
Ragama	78660	78720
Gampaha	79440	79560
Veyangoda	80280	80400
Mirigama	81120	81180
Polgahawela	82620	82800
Potuhera	84000	84060
Kurunegala	84900	85020
Wellawa	85680	85740
Ganewatte	180	240
Nagollagama	1140	1200
Maho	1860	3300
Konwewa	4380	4860
Ranamuggamuwa	5400	5460
Moragollagama	5820	5880
Siyalangamuwa	6360	6420
Negama	6900	6960
Aukana	7380	7440
Kalawewa	7800	7920
Kekirawa	8760	8820
Horiwiala	9720	9780
Palugaswewa	10140	10200
Habarana	10860	10920
Galoya Junction	12120	13200
Akbopura	15000	15060
Kantale	15480	15720
Gantalawa	16260	16320
Mollipatana	16740	16800
Thampalakamam	17340	17640
China Bey	18960	19200
Trincomalee	19800	
