station_name	time_arrive	time_depart
Colombo Fort		72000
Kadugoda	72000	79260
Maradana	72240	72300
Baseline Road	72540	72600
Cotta Road	72780	72840
Narahenpita	73080	73140
Kirulapana	73380	73440
Nugegoda	73680	73740
Pangiriwatta	73920	73980
Udhamulla	74100	74160
Nawinna	74340	74400
Maharagama	74520	74580
Pannipitiya	74880	74940
Kottawa	75180	75240
Malapalle	75420	75480
Homagama Hospital	75720	75780
Homagama	75900	75960
Panagoda	76140	76200
Godagama	76380	76440
Meegoda	76680	76740
Wataraka	76920	76980
Liyanwala	77160	77220
Padukka	77400	77460
Arukkuwatte	77640	77700
Angampitiya	77820	77880
Uggalla	78000	78060
Pinnawala	78180	78240
Gammana	78420	78480
Morakele	78600	78660
Waga	78900	78960
Kosgama	79500	79560
Arapathgama	79500	79560
Miriswatta	79800	79860
Puwakpitiya	80580	80640
Avissawella	80580	
