station_name	time_arrive	time_depart
Avissawella		17700
Puwakpitiya	18240	18300
Hingurala	18540	18600
Kosgama	19020	19080
Arapathgama	19260	19320
Kadugoda	19560	19620
Waga	19860	19920
Morakele	20160	20220
Gammana	20340	20400
Pinnawala	20580	20640
Uggalla	20760	20820
Angampitiya	20940	21000
Arukkuwatte	21120	21180
Padukka	21360	21420
Liyanwala	21600	21660
Wataraka	21840	21900
Meegoda	22080	22140
Godagama	22380	22440
Panagoda	22620	22680
Homagama	22860	22920
Homagama Hospital	23040	23100
Malapalle	23340	23400
Kottawa	23580	23640
Pannipitiya	23880	23940
Maharagama	24240	24360
Nawinna	24420	24480
Udhamulla	24660	24720
Pangiriwatta	24840	24900
Nugegoda	25080	25140
Kirulapana	25500	25560
Narahenpita	25680	25740
Cotta Road	26160	26220
Baseline Road	26280	26400
Colombo Fort	27000	
