station_name	time_arrive	time_depart
Cotta Road	28500	28560
Avissawella		19680
Puwakpitiya	20640	20700
Kosgama	20700	20760
Hingurala	20940	21000
Kadugoda	21180	21240
Arapathgama	21660	21720
Morakele	21780	21840
Pinnawala	22140	22200
Waga	22260	22320
Gammana	22740	22800
Padukka	22800	22860
Uggalla	23160	23220
Wataraka	23220	23280
Angampitiya	23340	23400
Meegoda	23460	23520
Arukkuwatte	23520	23580
Godagama	23760	23820
Panagoda	24000	24060
Homagama	24240	24300
Malapalle	24720	24780
Kottawa	24960	25020
Pannipitiya	25260	25320
Homagama Hospital	25380	25440
Maharagama	25620	25680
Udhamulla	25980	26040
Nugegoda	26340	26400
Nawinna	26820	26880
Narahenpita	26880	26940
Baseline Road	27120	27240
Pangiriwatta	27240	27300
Kirulapana	27840	27900
Colombo Fort	27840	
